,Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
2244,USA,Concert,2022-06-14 00:00:00,DKB,Meet & Live US Tour,"Atlanta, GA",Center Stage Theater,,
2245,USA,Fanmeet,2022-06-22 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Atlanta, GA",Center Stage Theater,,
2246,USA,Concert,2022-07-08 00:00:00,Golden Child,Meet & Live in USA,"Atlanta, GA",Center Stage,,
2247,USA,Concert,2022-07-12 00:00:00,TXT,ACT: LOVE SICK,"Atlanta, GA",Fox Theatre,,
2248,USA,Concert,2022-07-14 00:00:00,Brave Girls,Summer Tour,"Atlanta, GA",Masquerade Heaven,,
2249,USA,Concert,2022-07-17 00:00:00,GSoul,2022 Tour,"Atlanta, GA",Center Stage Loft,,
2250,USA,Concert,2022-08-07 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Atlanta, GA",Cobb Energy Centre,,
2251,USA,Concert,2022-08-14 00:00:00,KARD,2022 WILD KARD,"Atlanta, GA",[Coca-Cola Roxy](),,
2252,USA,Concert,2022-08-23 00:00:00,LOONA,[LOONATHEWORLD],"Atlanta, GA",[Coca-Cola Roxy](),,
2253,USA,Concert,2022-08-30 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Atlanta, GA",The Eastern,,
2254,USA,Concert,2022-08-30 00:00:00,SEVENTEEN,BE THE SUN,"Atlanta, GA",State Farm Arena,,
2255,USA,Concert,2022-09-08 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Atlanta, GA",Tabernacle,,
2256,USA,Concert,2022-09-13 00:00:00,JUNNY,the 'blanc' tour,"Atlanta, GA",Center Stage,,
2257,USA,Concert,2022-09-19 00:00:00,DPR,REGIME World Tour,"Atlanta, GA",The Eastern,,
2258,USA,Concert,2022-09-21 00:00:00,VERIVERY,PAGE:0,"Atlanta, GA",[Center Stage](),,
2259,USA,Concert,2022-09-23 00:00:00,WEi,First Love,"Atlanta, GA",The Loft,,
2260,USA,Concert,2022-10-06 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Atlanta, GA",[Center Stage](),,
2261,USA,Concert,2022-10-08 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Atlanta, GA",The Masquerade,,
2262,USA,Concert,2022-10-11 00:00:00,ENHYPEN,MANIFESTO World Tour,"Atlanta, GA",Gas South Arena,,
2263,USA,Concert,2022-10-22 00:00:00,AleXa,Meet & Live Tour,"Atlanta, GA",Ferst Center for the Arts,,
2264,USA,Festival,2022-10-27 00:00:00,PIXY,Anime Weekend Atlanta,"Atlanta, GA",Renaissance Atlanta Waverly & Cobb Galleria,,
2265,USA,Concert,2022-10-29 00:00:00,The Rose,Heal Together' World Tour,"Atlanta, GA",Buckhead Theatre,,
2266,USA,Concert,2022-11-02 00:00:00,BLACKPINK,BORN PINK' Tour,"Atlanta, GA",State Farm Arena,,
2267,USA,Concert,2022-11-05 00:00:00,ITZY,CHECKMATE' World Tour,"Atlanta, GA",Fox Theatre,,
2268,USA,Concert,2022-11-08 00:00:00,Kim Woojin,First U.S. Tour,"Atlanta, GA",The Loft @ Center Stage,,
2269,USA,Concert,2022-11-21 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Atlanta, GA",[State Farm Arena](),,
2270,USA,Concert,2022-11-28 00:00:00,Yerin Baek,North America Tour,"Atlanta, GA",Center Stage,,
2271,USA,Concert,2022-03-12 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Austin, TX",Emo's,,
2272,USA,Festival,2022-03-18 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",SXSW,"Austin, TX",Elysium,,
2273,USA,Concert,2022-04-03 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Austin, TX",Emo's,,
2274,USA,Concert,2022-10-23 00:00:00,DPR,REGIME World Tour,"Austin, TX",Emo's,,
2275,USA,Concert,2022-02-26 00:00:00,TWICE,III' World Tour,"Belmont Park, NY",UBS Arena,,
2276,USA,Concert,2022-02-27 00:00:00,TWICE,III' World Tour,"Belmont Park, NY",UBS Arena,,
2277,USA,Concert,2022-09-01 00:00:00,SEVENTEEN,BE THE SUN,"Belmont Park, NY",UBS Arena,,
2278,USA,Concert,2022-12-07 00:00:00,Yerin Baek,North America Tour,"Berkeley, CA",[The UC Theatre](),,
2279,USA,Concert,2022-09-17 00:00:00,VERIVERY,PAGE:0,"Bethlehem, PA",Musikfest Cafe,,
2280,USA,Concert,2022-03-12 00:00:00,ONEUS,BLOOD MOON Tour,"Beverly Hills, CA",Saban Theatre,,
2281,USA,Concert,2022-02-21 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Boston, MA",House of Blues,,
2282,USA,Concert,2022-03-21 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Boston, MA",House of Blues,,
2283,USA,Concert,2022-04-02 00:00:00,SE SO NEON,2022 Live,"Boston, MA",Middle East,,
2284,USA,Concert,2022-09-14 00:00:00,VERIVERY,PAGE:0,"Boston, MA",The Cabot,,
2285,USA,Concert,2022-09-23 00:00:00,DPR,REGIME World Tour,"Boston, MA",Roadrunner,,
2286,USA,Concert,2022-10-17 00:00:00,The Rose,Heal Together' World Tour,"Boston, MA",Roadrunner Royale,,
2287,USA,Concert,2022-10-19 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Boston, MA",Royale,,
2288,USA,Concert,2022-11-10 00:00:00,ITZY,CHECKMATE' World Tour,"Boston, MA",MGM Music Hall @ Fenway Park,,
2289,USA,Concert,2022-12-15 00:00:00,Yerin Baek,North America Tour,"Boston, MA",Crystal Ballroom,,
2290,USA,Concert,2022-03-31 00:00:00,SE SO NEON,2022 Live,"Brooklyn, NY",The Monarch,,
2291,USA,Concert,2022-08-12 00:00:00,KARD,2022 WILD KARD,"Brooklyn, NY",Kings Theatre,,
2292,USA,Concert,2022-02-28 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Charlotte, NC",The Fillmore,,
2293,USA,Concert,2022-03-26 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Charlotte, NC",The Fillmore,,
2294,USA,Concert,2022-09-08 00:00:00,DPR,REGIME World Tour,"Charlotte, NC",The Fillmore,,
2295,USA,Concert,2022-01-18 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Chicago, IL",Wintrust Arena,,
2296,USA,Concert,2022-02-12 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Chicago, IL",The Vic,,
2297,USA,Concert,2022-02-17 00:00:00,BLITZERS,Check-in US Tour,"Chicago, IL",Northshore PAC,,
2298,USA,Concert,2022-03-01 00:00:00,ONEUS,BLOOD MOON Tour,"Chicago, IL",Concord Music Hall,,
2299,USA,Concert,2022-03-12 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Chicago, IL",The Vic,,
2300,USA,Concert,2022-03-16 00:00:00,VANNER,BOOST UP Pt.1,"Chicago, IL",Bottom Lounge,,
2301,USA,Concert,2022-03-27 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Chicago, IL",Chop Shop,,
2302,USA,Concert,2022-04-06 00:00:00,SE SO NEON,2022 Live,"Chicago, IL",Chop Shop,,
2303,USA,Concert,2022-05-07 00:00:00,CIX,REBEL in U.S.,"Chicago, IL",The Vic,,
2304,USA,Fanmeet,2022-05-08 00:00:00,CIX,REBEL in U.S. Fan Sign,"Chicago, IL",Chicago Theater Works,,
2305,USA,Concert,2022-05-15 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Chicago, IL",Copernicus Center,,
2306,USA,Concert,2022-05-28 00:00:00,MONSTA X,NO LIMIT US Tour,"Chicago, IL",The Chicago Theatre,,
2307,USA,Concert,2022-06-01 00:00:00,THE BOYZ,THE B-ZONE in USA,"Chicago, IL",[Rosemont Theatre](),,
2308,USA,Concert,2022-06-12 00:00:00,DKB,Meet & Live US Tour,"Chicago, IL",Concord Music Hall,,
2309,USA,Fanmeet,2022-06-24 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Chicago, IL",Northshore PAC,,
2310,USA,Concert,2022-07-01 00:00:00,Stray Kids,MANIAC World Tour,"Chicago, IL",United Center,,
2311,USA,Concert,2022-07-04 00:00:00,Golden Child,Meet & Live in USA,"Chicago, IL",Concord Music Hall,,
2312,USA,Concert,2022-07-07 00:00:00,Dreamcatcher,Apocalypse: Save us,"Chicago, IL",Radius Chicago,,
2313,USA,Concert,2022-07-07 00:00:00,TXT,ACT: LOVE SICK,"Chicago, IL",[Rosemont Theater](),,
2314,USA,Concert,2022-07-10 00:00:00,GSoul,2022 Tour,"Chicago, IL",Chop Shop,,
2315,USA,Concert,2022-07-16 00:00:00,Brave Girls,Summer Tour,"Chicago, IL",Avondale Music Hall,,
2316,USA,Concert,2022-08-03 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Chicago, IL",Radius,,
2317,USA,Concert,2022-08-11 00:00:00,LOONA,[LOONATHEWORLD],"Chicago, IL",[Radius](),,
2318,USA,Concert,2022-08-16 00:00:00,KARD,2022 WILD KARD,"Chicago, IL",House of Blues,,
2319,USA,Concert,2022-08-25 00:00:00,SEVENTEEN,BE THE SUN,"Chicago, IL",United Center,,
2320,USA,Concert,2022-08-30 00:00:00,MCND,1ST' America Tour,"Chicago, IL",Bottom Lounge,,
2321,USA,Concert,2022-09-02 00:00:00,Sunmi,GOOD GIRL GONE MAD,"Chicago, IL",Riviera Theatre,,
2322,USA,Concert,2022-09-25 00:00:00,WEi,First Love,"Chicago, IL",Avondale Theater,,
2323,USA,Concert,2022-09-26 00:00:00,VERIVERY,PAGE:0,"Chicago, IL",Concord Music Hall,,
2324,USA,Concert,2022-09-28 00:00:00,DPR,REGIME World Tour,"Chicago, IL",Radius,,
2325,USA,Concert,2022-10-10 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Chicago, IL",[Concord Music Hall](),,
2326,USA,Concert,2022-10-11 00:00:00,The Rose,Heal Together' World Tour,"Chicago, IL",[Radius]() Concord Music Hall,,
2327,USA,Concert,2022-10-13 00:00:00,ENHYPEN,MANIFESTO World Tour,"Chicago, IL",Wintrust Arena,,
2328,USA,Concert,2022-10-23 00:00:00,AleXa,North American Tour,"Chicago, IL",[Avondale Music Hall](),,
2329,USA,Concert,2022-10-24 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Chicago, IL",House of Blues,,
2330,USA,Concert,2022-11-06 00:00:00,Kim Woojin,First U.S. Tour,"Chicago, IL",Avondale Music Hall,,
2331,USA,Concert,2022-11-07 00:00:00,ITZY,CHECKMATE' World Tour,"Chicago, IL",Rosemont Theatre,,
2332,USA,Concert,2022-11-10 00:00:00,BLACKPINK,BORN PINK' Tour,"Chicago, IL",United Center,,
2333,USA,Concert,2022-11-19 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Chicago, IL",Wintrust Arena,,
2334,USA,Concert,2022-12-02 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Chicago, IL",,,
2335,USA,Concert,2022-12-11 00:00:00,Yerin Baek,North America Tour,"Chicago, IL",Chop Shop,,
2336,USA,Concert,2022-02-15 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Cleveland, OH",House of Blues,,
2337,USA,Concert,2022-02-25 00:00:00,ONEUS,BLOOD MOON Tour,"Cleveland, OH",Agora Ballroom,,
2338,USA,Concert,2022-03-15 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Cleveland, OH",House of Blues,,
2339,USA,Concert,2022-02-13 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Columbus, OH",Newport Music Hall,,
2340,USA,Concert,2022-09-24 00:00:00,VERIVERY,PAGE:0,"Covington, KY",Madison Theater,,
2341,USA,Concert,2022-01-24 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Dallas, TX",,,
2342,USA,Concert,2022-03-06 00:00:00,ONEUS,BLOOD MOON Tour,"Dallas, TX",South Side Music Hall,,
2343,USA,Concert,2022-03-11 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Dallas, TX",The Echo Lounge & Music Hall,,
2344,USA,Concert,2022-03-20 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Dallas, TX",Deep Ellum Art Co,,
2345,USA,Concert,2022-03-28 00:00:00,VANNER,BOOST UP Pt.1,"Dallas, TX",South Side Music Hall,,
2346,USA,Concert,2022-04-01 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Dallas, TX",[The Studio at the Factory),,
2347,USA,Fanmeet,2022-05-04 00:00:00,CIX,REBEL in U.S. Fan Sign,"Dallas, TX",Mesquite Arts Center,,
2348,USA,Concert,2022-05-05 00:00:00,CIX,REBEL in U.S.,"Dallas, TX",House of Blues,,
2349,USA,Concert,2022-05-20 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Dallas, TX",South Side Music Hall,,
2350,USA,Concert,2022-05-31 00:00:00,Woosung,MOTH EP Showcase,"Dallas, TX",House of Blues,,
2351,USA,Concert,2022-06-15 00:00:00,DKB,Meet & Live US Tour,"Dallas, TX",South Side Music Hall,,
2352,USA,Fanmeet,2022-06-26 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Dallas, TX",Studio at the Factory,,
2353,USA,Concert,2022-06-30 00:00:00,Golden Child,Meet & Live in USA,"Dallas, TX",South Side Music Hall,,
2354,USA,Concert,2022-07-14 00:00:00,TXT,ACT: LOVE SICK,"Dallas, TX",Texas Trust CU Theatre,,
2355,USA,Concert,2022-07-17 00:00:00,Brave Girls,Summer Tour,"Dallas, TX",South Side Music Hall,,
2356,USA,Concert,2022-07-30 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Dallas, TX",The Factory in Deep Ellum,,
2357,USA,Concert,2022-08-25 00:00:00,LOONA,[LOONATHEWORLD],"Dallas, TX",[Music Hall @ Fair Park](),,
2358,USA,Concert,2022-08-28 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Dallas, TX",,,
2359,USA,Concert,2022-08-30 00:00:00,KARD,2022 WILD KARD,"Dallas, TX",Majestic Theater,,
2360,USA,Concert,2022-09-11 00:00:00,JUNNY,the 'blanc' tour,"Dallas, TX",Trees,,
2361,USA,Concert,2022-09-19 00:00:00,WEi,First Love,"Dallas, TX",[South Side Music Hall](),,
2362,USA,Concert,2022-10-02 00:00:00,VERIVERY,PAGE:0,"Dallas, TX",House of Blues,,
2363,USA,Concert,2022-10-06 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Dallas, TX",House of Blues,,
2364,USA,Concert,2022-10-15 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Dallas, TX",[House of Blues](),,
2365,USA,Concert,2022-10-24 00:00:00,DPR,REGIME World Tour,"Dallas, TX",South Side Ballroom,,
2366,USA,Concert,2022-10-25 00:00:00,BLACKPINK,BORN PINK' Tour,"Dallas, TX",American Airlines Center,,
2367,USA,Concert,2022-11-01 00:00:00,ITZY,CHECKMATE' World Tour,"Dallas, TX",The Pavilion @ Toyota Music Factory,,
2368,USA,Concert,2022-11-03 00:00:00,The Rose,Heal Together' World Tour,"Dallas, TX",The Factory in Deep Ellum,,
2369,USA,Concert,2022-11-10 00:00:00,Kim Woojin,First U.S. Tour,"Dallas, TX",Viva's Lounge,,
2370,USA,Concert,2022-12-05 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Dallas, TX",,,
2371,USA,Concert,2022-11-16 00:00:00,ATEEZ,THE FELLOWSHIP : BREAK THE WALL,"Dallas/Fort Worth, TX",[Dickies Arena](),,
2372,USA,Concert,2022-02-09 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Denver, CO",Gothic Theatre,,
2373,USA,Concert,2022-03-09 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Denver, CO",Ogden Theatre,,
2374,USA,Concert,2022-04-03 00:00:00,VANNER,BOOST UP Pt.1,"Denver, CO",Summit Music Hall,,
2375,USA,Concert,2022-05-19 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,"Denver, CO",Oriental Theater,,
2376,USA,Concert,2022-06-17 00:00:00,DKB,Meet & Live US Tour,"Denver, CO",Aggie Theatre,,
2377,USA,Concert,2022-06-28 00:00:00,Golden Child,Meet & Live in USA,"Denver, CO",Fox Theatre,,
2378,USA,Concert,2022-07-12 00:00:00,Dreamcatcher,Apocalypse: Save us,"Denver, CO",Fillmore Auditorium,,
2379,USA,Concert,2022-07-19 00:00:00,Brave Girls,Summer Tour,"Denver, CO",Fox Theatre,,
2380,USA,Concert,2022-08-06 00:00:00,LOONA,[LOONATHEWORLD],"Denver, CO",Fillmore Auditorium,,
2381,USA,Concert,2022-08-28 00:00:00,KARD,2022 WILD KARD,"Denver, CO",Fillmore Auditorium,,
2382,USA,Concert,2022-10-12 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Denver, CO",[Fillmore Auditorium](),,
2383,USA,Concert,2022-12-08 00:00:00,SF9,LIVE FANTASY #4 'DELIGHT',"Denver, CO",,,
2384,USA,Concert,2022-12-09 00:00:00,Yerin Baek,North America Tour,"Denver, CO",Marquis Theatre,,
2385,USA,Concert,2022-02-18 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Detroit, MI",St. Andrew's Hall,,
2386,USA,Concert,2022-03-13 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Detroit, MI",St. Andrew's Hall,,
2387,USA,Concert,2022-05-26 00:00:00,MONSTA X,NO LIMIT US Tour,"Detroit, MI",Fox Theatre Detroit,,
2388,USA,Concert,2022-06-04 00:00:00,Monsta X,NO LIMIT US Tour,"Duluth, GA",Gas South Arena,,
2389,USA,Concert,2022-05-24 00:00:00,MONSTA X,NO LIMIT US Tour,"Fairfax, VA",EagleBank Arena,,
2390,USA,Concert,2022-02-22 00:00:00,TWICE,III' World Tour,"Fort Worth, TX",Dickies Arena,,
2391,USA,Concert,2022-07-14 00:00:00,GSoul,2022 Tour,"Fort Worth, TX",Tulips,,
2392,USA,Concert,2022-08-23 00:00:00,SEVENTEEN,BE THE SUN,"Fort Worth, TX",[Dickies Arena](),,
2393,USA,Concert,2022-10-06 00:00:00,ENHYPEN,MANIFESTO World Tour,"Fort Worth, TX",Dickies Arena,,
2394,USA,Concert,2022-12-01 00:00:00,Yerin Baek,North America Tour,"Fort Worth, TX",Tulips,,
2395,USA,Concert,2022-03-07 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Ft. Lauderdale, FL",The Culture Room,,
2396,USA,Concert,2022-06-06 00:00:00,Monsta X,NO LIMIT US Tour,"Ft. Worth, TX",Dickies Arena,,
2397,USA,Concert,2022-09-11 00:00:00,DPR,REGIME World Tour,"Hollywood, FL",Hard Rock Live,,
2398,USA,Concert,2022-03-07 00:00:00,ONEUS,BLOOD MOON Tour,"Houston, TX",White Oak Music Hall,,
2399,USA,Concert,2022-03-10 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Houston, TX",Warehouse Live - Ballroom,,
2400,USA,Concert,2022-03-18 00:00:00,P1Harmony,P1ustage H : PEACE Tour,"Houston, TX",713 Music Hall,,
2401,USA,Concert,2022-03-21 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Houston, TX",Secret Group,,
2402,USA,Concert,2022-03-26 00:00:00,VANNER,BOOST UP Pt.1,"Houston, TX",Warehouse Live,,
2403,USA,Concert,2022-04-02 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Houston, TX",Warehouse Live,,
2404,USA,Concert,2022-04-12 00:00:00,MustB,2022 US Tour,"Houston, TX",,,
2405,USA,Concert,2022-07-15 00:00:00,GSoul,2022 Tour,"Houston, TX",Warehouse Live Studio,,
2406,USA,Concert,2022-07-17 00:00:00,TXT,ACT: LOVE SICK,"Houston, TX",Smart Financial Centre,,
2407,USA,Convention,2022-07-28 00:00:00,Dreamcatcher,Anime Matsuri,"Houston, TX",George R. Brown Convention Center,,
2408,USA,Concert,2022-08-01 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Houston, TX",Hobby Center,,
2409,USA,Concert,2022-08-20 00:00:00,SEVENTEEN,BE THE SUN,"Houston, TX",Toyota Center,,
2410,USA,Concert,2022-08-26 00:00:00,LOONA,[LOONATHEWORLD],"Houston, TX",[713 Music Hall](),,
2411,USA,Concert,2022-08-27 00:00:00,"CRAVITY, LIGHTSUM, STAYC, TO1",KCON US Tour,"Houston, TX",,,
2412,USA,Concert,2022-09-01 00:00:00,KARD,2022 WILD KARD,"Houston, TX",Bayou Music Center,,
2413,USA,Concert,2022-09-12 00:00:00,JUNNY,the 'blanc' tour,"Houston, TX",Last Concert Cafe,,
2414,USA,Concert,2022-09-21 00:00:00,WEi,First Love,"Houston, TX",Warehouse Live,,
2415,USA,Concert,2022-10-04 00:00:00,Mark Tuan (GOT7),The Other Side Tour,"Houston, TX",White Oak Music Hall,,
2416,USA,Concert,2022-10-08 00:00:00,ENHYPEN,MANIFESTO World Tour,"Houston, TX",Smart Financial Centre,,
2417,USA,Concert,2022-10-26 00:00:00,DPR,REGIME World Tour,"Houston, TX",Bayou Music Center,,
2418,USA,Concert,2022-10-27 00:00:00,AleXa,Meet & Live Tour,"Houston, TX",Hobby Center,,
2419,USA,Concert,2022-10-29 00:00:00,BLACKPINK,BORN PINK' Tour,"Houston, TX",Toyota Center,,
2420,USA,Concert,2022-11-01 00:00:00,The Rose,Heal Together' World Tour,"Houston, TX",Bayou Music Center House of Blues,,
2421,USA,Concert,2022-11-03 00:00:00,ITZY,CHECKMATE' World Tour,"Houston, TX",Smart Financial Centre @ Sugar Land,,
2422,USA,Concert,2022-11-30 00:00:00,Yerin Baek,North America Tour,"Houston, TX",Warehouse Live,,
2423,USA,Concert,2022-12-02 00:00:00,Golden Child,Meet & Live Grand America,"Houston, TX",Cullen Performance Hall,,
2424,USA,Festival,2022-04-15 00:00:00,Epik High,Coachella Valley Arts & Music Festival,"Indio, CA",Empire Polo Club,,
2425,USA,Concert,2022-02-15 00:00:00,TWICE,III' World Tour,"Inglewood, CA",The Forum,,
2426,USA,Concert,2022-02-16 00:00:00,TWICE,III' World Tour,"Inglewood, CA",The Forum,,
2427,USA,Concert,2022-09-15 00:00:00,DKB,Meet & Live Grand America,"Jersey City, NJ",White Eagle Hall,,
2428,USA,Concert,2022-10-18 00:00:00,AleXa,Meet & Live Tour,"Jersey City, NJ",White Eagle Hall,,
2429,USA,Concert,2022-11-03 00:00:00,Kim Woojin,First U.S. Tour,"Jersey City, NJ",White Eagle Hall,,
2430,USA,Concert,2022-11-27 00:00:00,Golden Child,Meet & Live Grand America,"Jersey City, NJ",White Eagle Hall,,
2431,USA,Concert,2022-08-08 00:00:00,LOONA,[LOONATHEWORLD],"Kansas City, MO",Uptown Theater,,
2432,USA,Concert,2022-04-09 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Las Vegas, NV",House of Blues,,
2433,USA,Concert,2022-10-09 00:00:00,DPR,REGIME World Tour,"Las Vegas, NV",Theater @ Virgin Hotels,,
2434,USA,Concert,2022-11-07 00:00:00,The Rose,Heal Together' World Tour,"Las Vegas, NV",House of Blues,,
2435,USA,Concert,2022-03-03 00:00:00,ONEUS,BLOOD MOON Tour,"Lawrence, KS",Liberty Hall,,
2436,USA,Concert,2022-04-01 00:00:00,VANNER,BOOST UP Pt.1,"Lawrence, KS",Granada Theatre,,
2437,USA,Concert,2022-09-30 00:00:00,VERIVERY,PAGE:0,"Lawrence, KS",Granada Theatre,,
2438,USA,Concert,2022-10-14 00:00:00,OMEGA X,CONNECT: Don't Give Up,"Lawrence, KS",[Granada Theater](),,
2439,USA,Concert,2022-05-22 00:00:00,"Xydo, nafla, RAVI",GROOVL1N US Tour,Los Angeles,TBA,,
2440,USA,Concert,2022-01-29 00:00:00,"Eric Nam, Audrey Mika",There And Back World Tour,"Los Angeles, CA",The Wiltern,,
2441,USA,Concert,2022-01-30 00:00:00,ATEEZ,The Fellowship: The Beginning of the End,"Los Angeles, CA",The Forum,,
2442,USA,Concert,2022-02-05 00:00:00,BLITZERS,Check-in US Tour,"Los Angeles, CA",El Rey Theatre,,
2443,USA,Concert,2022-04-01 00:00:00,"Woo, Coogie, DeVita, Sogumm, DJ Wegun",Above Ordinary,"Los Angeles, CA",The Vermont,,
2444,USA,Concert,2022-04-08 00:00:00,VANNER,BOOST UP Pt.1,"Los Angeles, CA",The Vermont Hollywood,,
2445,USA,Concert,2022-04-10 00:00:00,"EPIK HIGH, Woosung",EPIK HIGH Is Here Tour,"Los Angeles, CA",The Novo,,
2446,USA,Concert,2022-04-10 00:00:00,SE SO NEON,2022 Live,"Los Angeles, CA",1720,,
2447,USA,Concert,2022-04-16 00:00:00,MustB,2022 US Tour,"Los Angeles, CA",,,
2448,USA,Concert,2022-04-27 00:00:00,CIX,REBEL in U.S.,"Los Angeles, CA",The Wiltern,,
2449,USA,Fanmeet,2022-04-28 00:00:00,CIX,REBEL in U.S. Fan Sign,"Los Angeles, CA",Zipper Concert Hall,,
2450,USA,Concert,2022-05-14 00:00:00,TWICE,III' World Tour Encore,"Los Angeles, CA",Banc of California Stadium,,
2451,USA,Concert,2022-05-29 00:00:00,THE BOYZ,THE B-ZONE in USA,"Los Angeles, CA",Pasadena Civic Auditorium,,
2452,USA,Concert,2022-06-11 00:00:00,Monsta X,NO LIMIT US Tour,"Los Angeles, CA",[The Forum](),,
2453,USA,Concert,2022-06-17 00:00:00,Minzy (2NE1),KTOWN Night Market,"Los Angeles, CA",,,
2454,USA,Concert,2022-06-19 00:00:00,DKB,Meet & Live US Tour,"Los Angeles, CA",Wilshire Ebell Theatre,,
2455,USA,Concert,2022-06-26 00:00:00,Golden Child,Meet & Live in USA,"Los Angeles, CA",Teragram Ballroom,,
2456,USA,Fanmeet,2022-07-01 00:00:00,AB6IX,AB_NEW AREA in U.S.,"Los Angeles, CA",El Rey,,
2457,USA,Fanmeet,2022-07-04 00:00:00,AB6IX,hello82 Fanmeet,"Los Angeles, CA",,,
2458,USA,Concert,2022-07-09 00:00:00,Stray Kids,MANIAC World Tour,"Los Angeles, CA",The Kia Forum,,
2459,USA,Concert,2022-07-17 00:00:00,Dreamcatcher,Apocalypse: Save us,"Los Angeles, CA",The Wiltern,,
2460,USA,Concert,2022-07-21 00:00:00,GSoul,2022 Tour,"Los Angeles, CA",The Regent,,
2461,USA,Concert,2022-07-22 00:00:00,(G)I-DLE,JUST ME ()I-DLE,"Los Angeles, CA",The Novo,,
2462,USA,Concert,2022-07-23 00:00:00,Brave Girls,Summer Tour,"Los Angeles, CA",Wilshire Ebell Theatre,,
2463,USA,Concert,2022-07-23 00:00:00,TXT,ACT: LOVE SICK,"Los Angeles, CA",Microsoft Theater,,
2464,USA,Concert,2022-08-01 00:00:00,LOONA,[LOONATHEWORLD],"Los Angeles, CA",The Wiltern,,
2465,USA,Concert,2022-08-11 00:00:00,PIXY,Didn't See Us Coming,"Los Angeles, CA",Vermont Hollywood,,
2466,USA,Concert,2022-08-17 00:00:00,SEVENTEEN,BE THE SUN,"Los Angeles, CA",Kia Forum,,
2467,USA,Festival,2022-08-20 00:00:00,"ATEEZ, CRAVITY, ENHYPEN, INI, ITZY, Kep1er, LIGHTSUM, Stray Kids",KCON,"Los Angeles, CA",Crypto.com Arena,,
2468,USA,Festival,2022-08-21 00:00:00,"JO1, LOONA, NCT Dream, NMIXX, P1Harmony, STAYC, THE BOYZ, TO1, WJSN",KCON,"Los Angeles, CA",Crypto.com Arena,,
